0,0,0,0,0,0,0,0,0.014,0.02,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.017,0.027,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.084,0.1,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.209,0.251,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,6.00000000000001E-03,6.00000000000001E-03,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,6.00000000000001E-03,7.00000000000001E-03,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,6.00000000000001E-03,9.00000000000001E-03,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.079,0.094,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.02,6.10000000000001E-02,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.044,0.047,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,6.20000000000001E-02,0.081,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.249,0.321,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.132,0.127,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.101,0.095,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.251,0.363,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.504,0.47,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.001,0.001,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0,0.001,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.002,0.002,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.101,0.095,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.07,0.076,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.013,0.025,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.045,0.07,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.254,0.255,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.001,0.001,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.005,6.00000000000001E-03,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.011,0.013,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.023,0.032,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,6.49999999999999E-02,0.037,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,7.00000000000001E-03,0.016,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.019,0.027,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.222,0.264,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.001,7.00000000000001E-03,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.005,0.019,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.035,0.017,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.104,0.113,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0.003,0.004,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0.002,6.00000000000001E-03,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
0,0,0,0,0,0,0,0,0.012,9.00000000000001E-03,0.097,0.122,0.132,0.152,0.191,0.225,0.299,0.404,0.404,0.404
0,0,0,0,0,0,0,0,0.16,0.175,0.27,0.302,0.332,0.352,0.396,0.442,0.494,0.564,0.564,0.564
0,0,0,0,0,0,0,0,0,0,0.015,0.019,0.024,0.023,0.035,0.046,0.055,0.101,0.101,0.101
0,0,0,0,0,0,0,0,0,0,0.028,0.042,0.037,0.052,0.069,0.098,0.129,0.146,0.146,0.146
